county,color,id
"Issaquena, MS",#2FC169,c28055
"Yazoo, MS",#2FC169,c28163
"Attala, MS",#78D79E,c28007
"Winston, MS",#54CC84,c28159
"Noxubee, MS",#54CC84,c28103
"Kemper, MS",#2FC169,c28069
"Neshoba, MS",#78D79E,c28099
"Leake, MS",#2FC169,c28079
"Madison, MS",#2FC169,c28089
"Rankin, MS",#0F934A,c28121
"Hinds, MS",#54CC84,c28049
"Warren, MS",#2FC169,c28149
"Jefferson, MS",#2FC169,c28063
"Claiborne, MS",#0CA44D,c28021
"Copiah, MS",#54CC84,c28029
"Simpson, MS",#2FC169,c28127
"Smith, MS",#2FC169,c28129
"Scott, MS",#2FC169,c28123
"Newton, MS",#78D79E,c28101
"Lauderdale, MS",#2FC169,c28075
"Clarke, MS",#0CA44D,c28023
"Jasper, MS",#2FC169,c28061
"Jones, MS",#2FC169,c28067
"Covington, MS",#54CC84,c28031
"Jefferson Davis, MS",#2FC169,c28065
"Lawrence, MS",#2FC169,c28077
"Lincoln, MS",#2FC169,c28085
"Franklin, MS",#2FC169,c28037
"Adams, MS",#FFFFFF,c28001
"Wilkinson, MS",#54CC84,c28157
"Amite, MS",#0F934A,c28005
"Pike, MS",#2FC169,c28113
"Walthall, MS",#2FC169,c28147
"Marion, MS",#2FC169,c28091
"Lamar, MS",#2FC169,c28073
"Forrest, MS",#2FC169,c28035
"Wayne, MS",#2FC169,c28153
"Greene, MS",#0CA44D,c28041
"Perry, MS",#2FC169,c28111
"Stone, MS",#FFFFFF,c28131
"Pearl River, MS",#2FC169,c28109
"Hancock, MS",#2FC169,c28045
"George, MS",#0CA44D,c28039
"New_Madrid, MO",#78D79E,c29143
"Pemiscot, MO",#2FC169,c29155
"Atchison, MO",#78D79E,c29005
"Holt, MO",#54CC84,c29087
"Platte, MO",#2FC169,c29165
"Buchanan, MO",#2FC169,c29021
"Andrew, MO",#0F934A,c29003
"Nodaway, MO",#54CC84,c29147
"Worth, MO",#54CC84,c29227
"Gentry, MO",#0CA44D,c29075
"DeKalb, MO",#2FC169,c29063
"Clinton, MO",#0CA44D,c29049
"Clay, MO",#0CA44D,c29047
"Caldwell, MO",#0CA44D,c29025
"Daviess, MO",#2FC169,c29061
"Harrison, MO",#2FC169,c29081
"Mercer, MO",#2FC169,c29129
"Grundy, MO",#0CA44D,c29079
"Livingston, MO",#2FC169,c29117
"Carroll, MO",#0CA44D,c29033
"Ray, MO",#0F934A,c29177
"Lafayette, MO",#2FC169,c29107
"Jackson, MO",#2FC169,c29095
"Johnson, MO",#2FC169,c29101
"Henry, MO",#2FC169,c29083
"Cass, MO",#0CA44D,c29037
"St. Clair, MO",#2FC169,c29185
"Bates, MO",#2FC169,c29013
"Cedar, MO",#0CA44D,c29039
"Vernon, MO",#0F934A,c29217
"Dade, MO",#2FC169,c29057
"Barton, MO",#2FC169,c29011
"Jasper, MO",#2FC169,c29097
"Newton, MO",#78D79E,c29145
"McDonald, MO",#2FC169,c29119
"Lawrence, MO",#2FC169,c29109
"Barry, MO",#2FC169,c29009
"Polk, MO",#2FC169,c29167
"Stone, MO",#FFFFFF,c29209
"Greene, MO",#0CA44D,c29077
"Taney, MO",#FFFFFF,c29213
"Christian, MO",#0CA44D,c29043
"Webster, MO",#2FC169,c29225
"Dallas, MO",#2FC169,c29059
"Hickory, MO",#54CC84,c29085
"Benton, MO",#2FC169,c29015
"Pettis, MO",#2FC169,c29159
"Saline, MO",#2FC169,c29195
"Chariton, MO",#0CA44D,c29041
"Linn, MO",#2FC169,c29115
"Sullivan, MO",#FFFFFF,c29211
"Putnam, MO",#0F934A,c29171
"Schuyler, MO",#2FC169,c29197
"Adair, MO",#FFFFFF,c29001
"Macon, MO",#2FC169,c29121
"Randolph, MO",#0F934A,c29175
"Howard, MO",#54CC84,c29089
"Cooper, MO",#54CC84,c29053
"Boone, MO",#2FC169,c29019
"Cole, MO",#54CC84,c29051
"Moniteau, MO",#2FC169,c29135
"Morgan, MO",#2FC169,c29141
"Miller, MO",#2FC169,c29131
"Camden, MO",#0CA44D,c29029
"Pulaski, MO",#0F934A,c29169
"Laclede, MO",#2FC169,c29105
"Wright, MO",#54CC84,c29229
"Douglas, MO",#2FC169,c29067
"Ozark, MO",#2FC169,c29153
"Howell, MO",#54CC84,c29091
"Texas, MO",#FFFFFF,c29215
"Phelps, MO",#2FC169,c29161
"Maries, MO",#2FC169,c29125
"Osage, MO",#2FC169,c29151
"Callaway, MO",#0CA44D,c29027
"Monroe, MO",#2FC169,c29137
"Shelby, MO",#2FC169,c29205
"Knox, MO",#2FC169,c29103
"Scotland, MO",#2FC169,c29199
"Clark, MO",#0CA44D,c29045
"Lewis, MO",#2FC169,c29111
"Marion, MO",#2FC169,c29127
"Ralls, MO",#0F934A,c29173
"Audrain, MO",#78D79E,c29007
"Montgomery, MO",#2FC169,c29139
"Pike, MO",#2FC169,c29163
"Lincoln, MO",#2FC169,c29113
"Warren, MO",#2FC169,c29219
"Gasconade, MO",#0CA44D,c29073
"Crawford, MO",#54CC84,c29055
"Dent, MO",#2FC169,c29065
"Shannon, MO",#2FC169,c29203
"Oregon, MO",#2FC169,c29149
"Ripley, MO",#2FC169,c29181
"Carter, MO",#0CA44D,c29035
"Reynolds, MO",#0F934A,c29179
"Iron, MO",#2FC169,c29093
"Washington, MO",#2FC169,c29221
"Franklin, MO",#2FC169,c29071
"St. Louis, MO",#2FC169,c29510
"St. Charles, MO",#2FC169,c29183
"St. Louis Co., MO",#2FC169,c29189
"Jefferson, MO",#2FC169,c29099
"St. Francois, MO",#2FC169,c29187
"Ste. Genevieve, MO",#FFFFFF,c29186
"Madison, MO",#2FC169,c29123
"Wayne, MO",#2FC169,c29223
"Butler, MO",#2FC169,c29023
"Dunklin, MO",#2FC169,c29069
"Stoddard, MO",#FFFFFF,c29207
"Bollinger, MO",#2FC169,c29017
"Perry, MO",#2FC169,c29157
"Cape Girardeau, MO",#0CA44D,c29031
"Scott, MO",#2FC169,c29201
"Mississippi, MO",#2FC169,c29133
"Sheridan, MT",#2FC169,c30091
"Roosevelt, MT",#2FC169,c30085
"Gallatin, MT",#0CA44D,c30031
"Madison, MT",#2FC169,c30057
"Broadwater, MT",#2FC169,c30007
"Jefferson, MT",#2FC169,c30043
"Silver Bow, MT",#2FC169,c30093
"Deer Lodge, MT",#2FC169,c30023
"Beaverhead, MT",#2FC169,c30001
"Ravalli, MT",#0F934A,c30081
"Granite, MT",#0CA44D,c30039
"Lewis and Clark, MT",#2FC169,c30049
"Powell, MT",#2FC169,c30077
"Lake, MT",#2FC169,c30047
"Missoula, MT",#2FC169,c30063
"Mineral, MT",#2FC169,c30061
"Sanders, MT",#2FC169,c30089
"Lincoln, MT",#2FC169,c30053
"Flathead, MT",#2FC169,c30029
"Glacier, MT",#0CA44D,c30035
"Liberty, MT",#2FC169,c30051
"Toole, MT",#0CA44D,c30101
"Pondera, MT",#2FC169,c30073
"Teton, MT",#FFFFFF,c30099
"Cascade, MT",#0CA44D,c30013
"Meagher, MT",#2FC169,c30059
"Park, MT",#2FC169,c30067
"Hill, MT",#54CC84,c30041
"Chouteau, MT",#0CA44D,c30015
"Judith Basin, MT",#2FC169,c30045
"Wheatland, MT",#2FC169,c30107
"Sweet Grass, MT",#FFFFFF,c30097
"Carbon, MT",#0CA44D,c30009
"Stillwater, MT",#FFFFFF,c30095
"Golden Valley, MT",#0CA44D,c30037
"Fergus, MT",#2FC169,c30027
"Blaine, MT",#2FC169,c30005
"Phillips, MT",#2FC169,c30071
"Petroleum, MT",#2FC169,c30069
"Musselshell, MT",#2FC169,c30065
"Yellowstone, MT",#2FC169,c30111
"Big Horn, MT",#2FC169,c30003
"Treasure, MT",#0CA44D,c30103
"Rosebud, MT",#2FC169,c30087
"Garfield, MT",#0CA44D,c30033
"Daniels, MT",#2FC169,c30019
"Valley, MT",#0F934A,c30105
"McCone, MT",#2FC169,c30055
"Prairie, MT",#0F934A,c30079
"Powder River, MT",#2FC169,c30075
"Custer, MT",#2FC169,c30017
"Carter, MT",#0CA44D,c30011
"Fallon, MT",#2FC169,c30025
"Wibaux, MT",#54CC84,c30109
"Dawson, MT",#2FC169,c30021
"Richland, MT",#2FC169,c30083
"Dawes, NE",#2FC169,c31045
"Sioux, NE",#2FC169,c31165
"Richardson, NE",#2FC169,c31147
"Pawnee, NE",#2FC169,c31133
"Nemaha, NE",#78D79E,c31127
"Johnson, NE",#2FC169,c31097
"Otoe, NE",#2FC169,c31131
"Cass, NE",#0CA44D,c31025
"Sarpy, NE",#2FC169,c31153
"Douglas, NE",#2FC169,c31055
"Washington, NE",#2FC169,c31177
"Burt, NE",#2FC169,c31021
"Thurston, NE",#FFFFFF,c31173
"Dakota, NE",#2FC169,c31043
"Dixon, NE",#2FC169,c31051
"Wayne, NE",#2FC169,c31179
"Pierce, NE",#2FC169,c31139
"Cedar, NE",#0CA44D,c31027
"Knox, NE",#2FC169,c31107
"Dodge, NE",#2FC169,c31053
"Colfax, NE",#54CC84,c31037
"Cuming, NE",#2FC169,c31039
"Stanton, NE",#2FC169,c31167
"Madison, NE",#2FC169,c31119
"Antelope, NE",#0F934A,c31003
"Boone, NE",#2FC169,c31011
"Platte, NE",#2FC169,c31141
"Saunders, NE",#2FC169,c31155
"Seward, NE",#2FC169,c31159
"Butler, NE",#2FC169,c31023
"Polk, NE",#2FC169,c31143
"York, NE",#2FC169,c31185
"Hamilton, NE",#2FC169,c31081
"Nance, NE",#2FC169,c31125
"Merrick, NE",#2FC169,c31121
"Hall, NE",#2FC169,c31079
"Howard, NE",#54CC84,c31093
"Sherman, NE",#2FC169,c31163
"Boyd, NE",#2FC169,c31015
"Holt, NE",#54CC84,c31089
"Valley, NE",#0F934A,c31175
"Greeley, NE",#0CA44D,c31077
"Wheeler, NE",#2FC169,c31183
"Garfield, NE",#0CA44D,c31071
"Loup, NE",#2FC169,c31115
"Rock, NE",#2FC169,c31149
"Keya Paha, NE",#2FC169,c31103
"Brown, NE",#2FC169,c31017
"Blaine, NE",#2FC169,c31009
"Custer, NE",#2FC169,c31041
"Buffalo, NE",#2FC169,c31019
"Dawson, NE",#2FC169,c31047
"Phelps, NE",#2FC169,c31137
"Kearney, NE",#2FC169,c31099
"Adams, NE",#FFFFFF,c31001
"Clay, NE",#0CA44D,c31035
"Fillmore, NE",#2FC169,c31059
"Saline, NE",#2FC169,c31151
"Lancaster, NE",#2FC169,c31109
"Gage, NE",#0CA44D,c31067
"Jefferson, NE",#2FC169,c31095
"Thayer, NE",#FFFFFF,c31169
"Nuckolls, NE",#54CC84,c31129
"Webster, NE",#2FC169,c31181
"Franklin, NE",#2FC169,c31061
"Harlan, NE",#2FC169,c31083
"Gosper, NE",#0CA44D,c31073
"Furnas, NE",#2FC169,c31065
"Red Willow, NE",#0F934A,c31145
"Hitchcock, NE",#54CC84,c31087
"Dundy, NE",#2FC169,c31057
"Frontier, NE",#2FC169,c31063
"Hayes, NE",#2FC169,c31085
"Chase, NE",#0CA44D,c31029
"Perkins, NE",#2FC169,c31135
"Lincoln, NE",#2FC169,c31111
"Keith, NE",#2FC169,c31101
"Logan, NE",#2FC169,c31113
"McPherson, NE",#2FC169,c31117
"Arthur, NE",#0CA44D,c31005
"Thomas, NE",#FFFFFF,c31171
"Hooker, NE",#54CC84,c31091
"Grant, NE",#0CA44D,c31075
"Deuel, NE",#2FC169,c31049
"Garden, NE",#0CA44D,c31069
"Cheyenne, NE",#0CA44D,c31033
"Morrill, NE",#2FC169,c31123
"Kimball, NE",#2FC169,c31105
"Banner, NE",#2FC169,c31007
"Scotts Bluff, NE",#2FC169,c31157
"Box Butte, NE",#2FC169,c31013
"Cherry, NE",#0CA44D,c31031
"Sheridan, NE",#2FC169,c31161
"Elko, NV",#2FC169,c32007
"White Pine, NV",#2FC169,c32033
"Clark, NV",#0CA44D,c32003
"Lincoln, NV",#2FC169,c32017
"Esmeralda, NV",#2FC169,c32009
"Nye, NV",#0CA44D,c32023
"Eureka, NV",#2FC169,c32011
"Lander, NV",#2FC169,c32015
"Mineral, NV",#2FC169,c32021
"Douglas, NV",#2FC169,c32005
"Carson City, NV",#0CA44D,c32510
"Lyon, NV",#2FC169,c32019
"Churchill, NV",#0CA44D,c32001
"Pershing, NV",#2FC169,c32027
"Storey, NV",#FFFFFF,c32029
"Washoe, NV",#2FC169,c32031
"Humboldt, NV",#54CC84,c32013
"Coos, NH",#54CC84,c33007
"Grafton, NH",#0CA44D,c33009
"Strafford, NH",#FFFFFF,c33017
"Rockingham, NH",#2FC169,c33015
"Cheshire, NH",#0CA44D,c33005
"Sullivan, NH",#FFFFFF,c33019
"Hillsborough, NH",#54CC84,c33011
"Belknap, NH",#2FC169,c33001
"Merrimack, NH",#2FC169,c33013
"Carroll, NH",#0CA44D,c33003
"Monmouth, NJ",#2FC169,c34025
"Ocean, NJ",#0CA44D,c34029
"Richmond, NY",#2FC169,c36085
"Essex, NJ",#2FC169,c34013
"Union, NJ",#137046,c34039
"Hudson, NJ",#54CC84,c34017
"Bergen, NJ",#2FC169,c34003
"Middlesex, NJ",#2FC169,c34023
"Somerset, NJ",#2FC169,c34035
"Morris, NJ",#2FC169,c34027
"Passaic, NJ",#2FC169,c34031
"Sussex, NJ",#FFFFFF,c34037
"Warren, NJ",#2FC169,c34041
"Hunterdon, NJ",#54CC84,c34019
"Mercer, NJ",#2FC169,c34021
"Camden, NJ",#0CA44D,c34007
"Gloucester, NJ",#0CA44D,c34015
"Salem, NJ",#2FC169,c34033
"Cumberland, NJ",#2FC169,c34011
"Cape May, NJ",#0CA44D,c34009
"Atlantic, NJ",#78D79E,c34001
"Burlington, NJ",#2FC169,c34005
"Lea, NM",#2FC169,c35025
"Eddy, NM",#2FC169,c35015
"Los Alamos, NM",#2FC169,c35028
"Rio Arriba, NM",#2FC169,c35039
"San Juan, NM",#2FC169,c35045
"McKinley, NM",#2FC169,c35031
"Bernalillo, NM",#2FC169,c35001
"Valencia, NM",#0F934A,c35061
"Cibola, NM",#0CA44D,c35006
"Sierra, NM",#2FC169,c35051
"Socorro, NM",#2FC169,c35053
"Catron, NM",#0CA44D,c35003
"Grant, NM",#0CA44D,c35017
"Hidalgo, NM",#54CC84,c35023
"Luna, NM",#2FC169,c35029
"Doña Ana, NM",#2FC169,c35013
"Taos, NM",#FFFFFF,c35055
"Santa Fe, NM",#2FC169,c35049
"Otero, NM",#2FC169,c35035
"Torrance, NM",#0CA44D,c35057
"Lincoln, NM",#2FC169,c35027
"Colfax, NM",#54CC84,c35007
"Mora, NM",#2FC169,c35033
"Union, NM",#137046,c35059
"Harding, NM",#2FC169,c35021
"San Miguel, NM",#2FC169,c35047
"Quay, NM",#0F934A,c35037
"Guadalupe, NM",#2FC169,c35019
"De Baca, NM",#2FC169,c35011
"Curry, NM",#2FC169,c35009
"Roosevelt, NM",#2FC169,c35041
"Chaves, NM",#0CA44D,c35005
"Sandoval, NM",#2FC169,c35043
"Clinton, NY",#0CA44D,c36019
"Essex, NY",#2FC169,c36031
"Orleans, NY",#2FC169,c36073
"Genesee, NY",#0CA44D,c36037
"Wyoming, NY",#2FC169,c36121
"Livingston, NY",#2FC169,c36051
"Schenectady, NY",#2FC169,c36093
"Montgomery, NY",#2FC169,c36057
"Fulton, NY",#2FC169,c36035
"Seneca, NY",#2FC169,c36099
"Ontario, NY",#2FC169,c36069
"Yates, NY",#2FC169,c36123
"Schuyler, NY",#2FC169,c36097
"Tompkins, NY",#0CA44D,c36109
"Cayuga, NY",#0CA44D,c36011
"Onondaga, NY",#2FC169,c36067
"Cortland, NY",#54CC84,c36023
"Chenango, NY",#0CA44D,c36017
"Madison, NY",#2FC169,c36053
"Oneida, NY",#2FC169,c36065
"Lewis, NY",#2FC169,c36049
"Herkimer, NY",#2FC169,c36043
"Otsego, NY",#2FC169,c36077
"Schoharie, NY",#2FC169,c36095
"Albany, NY",#0F934A,c36001
"Saratoga, NY",#2FC169,c36091
"Warren, NY",#2FC169,c36113
"Hamilton, NY",#2FC169,c36041
"Franklin, NY",#2FC169,c36033
"St. Lawrence, NY",#2FC169,c36089
"Jefferson, NY",#2FC169,c36045
"Oswego, NY",#2FC169,c36075
"Wayne, NY",#2FC169,c36117
"Monroe, NY",#2FC169,c36055
"Niagara, NY",#FFFFFF,c36063
"Erie, NY",#2FC169,c36029
"Chautauqua, NY",#0CA44D,c36013
"Cattaraugus, NY",#0CA44D,c36009
"Allegany, NY",#0F934A,c36003
"Steuben, NY",#FFFFFF,c36101
"Chemung, NY",#0CA44D,c36015
"Tioga, NY",#FFFFFF,c36107
"Broome, NY",#2FC169,c36007
"Delaware, NY",#2FC169,c36025
"Sullivan, NY",#FFFFFF,c36105
"Greene, NY",#0CA44D,c36039
"New_York, NY",#78D79E,c36061
"Ulster, NY",#137046,c36111
"Bronx, NY",#2FC169,c36005
"Kings, NY",#2FC169,c36047
"Rockland, NY",#2FC169,c36087
"Nassau, NY",#2FC169,c36059
"Orange, NY",#2FC169,c36071
"Queens, NY",#0F934A,c36081
"Suffolk, NY",#FFFFFF,c36103
"Westchester, NY",#2FC169,c36119
"Putnam, NY",#0F934A,c36079
"Dutchess, NY",#2FC169,c36027
"Columbia, NY",#54CC84,c36021
"Rensselaer, NY",#0F934A,c36083
"Washington, NY",#2FC169,c36115
"Clay, NC",#0CA44D,c37043
"Macon, NC",#2FC169,c37113
"Transylvania, NC",#0CA44D,c37175
"Jackson, NC",#2FC169,c37099
"Haywood, NC",#2FC169,c37087
"Swain, NC",#FFFFFF,c37173
"Graham, NC",#0CA44D,c37075
"Cherokee, NC",#0CA44D,c37039
"Mitchell, NC",#2FC169,c37121
"Yancey, NC",#2FC169,c37199
"Madison, NC",#2FC169,c37115
"Buncombe, NC",#2FC169,c37021
"Henderson, NC",#2FC169,c37089
"Polk, NC",#2FC169,c37149
"Rutherford, NC",#2FC169,c37161
"McDowell, NC",#2FC169,c37111
"Avery, NC",#78D79E,c37011
"Watauga, NC",#2FC169,c37189
"Alexander, NC",#0F934A,c37003
"Ashe, NC",#78D79E,c37009
"Alleghany, NC",#0F934A,c37005
"Wilkes, NC",#54CC84,c37193
"Caldwell, NC",#0CA44D,c37027
"Burke, NC",#2FC169,c37023
"Cleveland, NC",#0CA44D,c37045
"Gaston, NC",#0CA44D,c37071
"Lincoln, NC",#2FC169,c37109
"Catawba, NC",#0CA44D,c37035
"Iredell, NC",#2FC169,c37097
"Mecklenburg, NC",#2FC169,c37119
"Rowan, NC",#2FC169,c37159
"Davie, NC",#2FC169,c37059
"Yadkin, NC",#2FC169,c37197
"Surry, NC",#FFFFFF,c37171
"Stokes, NC",#FFFFFF,c37169
"Forsyth, NC",#2FC169,c37067
"Davidson, NC",#2FC169,c37057
"Stanly, NC",#2FC169,c37167
"Cabarrus, NC",#0CA44D,c37025
"Union, NC",#137046,c37179
"Anson, NC",#0F934A,c37007
"Rockingham, NC",#2FC169,c37157
"Guilford, NC",#2FC169,c37081
"Randolph, NC",#0F934A,c37151
"Montgomery, NC",#2FC169,c37123
"Richmond, NC",#2FC169,c37153
"Scotland, NC",#2FC169,c37165
"Caswell, NC",#0CA44D,c37033
"Alamance, NC",#0F934A,c37001
"Moore, NC",#2FC169,c37125
"Hoke, NC",#54CC84,c37093
"Robeson, NC",#2FC169,c37155
"Columbus, NC",#54CC84,c37047
"Brunswick, NC",#2FC169,c37019
"New_Hanover, NC",#78D79E,c37129
"Bladen, NC",#2FC169,c37017
"Cumberland, NC",#2FC169,c37051
"Chatham, NC",#0CA44D,c37037
"Harnett, NC",#2FC169,c37085
"Lee, NC",#2FC169,c37105
"Orange, NC",#2FC169,c37135
"Person, NC",#2FC169,c37145
"Durham, NC",#2FC169,c37063
"Pender, NC",#2FC169,c37141
"Sampson, NC",#2FC169,c37163
"Wayne, NC",#2FC169,c37191
"Johnston, NC",#2FC169,c37101
"Wake, NC",#2FC169,c37183
"Granville, NC",#0CA44D,c37077
"Vance, NC",#0F934A,c37181
"Warren, NC",#2FC169,c37185
"Franklin, NC",#2FC169,c37069
"Nash, NC",#2FC169,c37127
"Northampton, NC",#54CC84,c37131
"Halifax, NC",#2FC169,c37083
"Edgecombe, NC",#2FC169,c37065
"Wilson, NC",#54CC84,c37195
"Greene, NC",#0CA44D,c37079
"Lenoir, NC",#2FC169,c37107
"Jones, NC",#2FC169,c37103
"Duplin, NC",#2FC169,c37061
"Onslow, NC",#2FC169,c37133
"Carteret, NC",#0CA44D,c37031
"Pamlico, NC",#2FC169,c37137
"Craven, NC",#54CC84,c37049
"Pitt, NC",#2FC169,c37147
"Martin, NC",#2FC169,c37117
"Chowan, NC",#0CA44D,c37041
"Hertford, NC",#2FC169,c37091
"Bertie, NC",#2FC169,c37015
"Gates, NC",#0CA44D,c37073
"Camden, NC",#0CA44D,c37029
"Pasquotank, NC",#2FC169,c37139
"Perquimans, NC",#2FC169,c37143
"Beaufort, NC",#2FC169,c37013
"Washington, NC",#2FC169,c37187
"Tyrrell, NC",#137046,c37177
"Currituck, NC",#2FC169,c37053
"Dare, NC",#2FC169,c37055
"Hyde, NC",#54CC84,c37095
"Cass, ND",#0CA44D,c38017
"Richland, ND",#2FC169,c38077
"Burke, ND",#2FC169,c38013
"Divide, ND",#2FC169,c38023
"Williams, ND",#54CC84,c38105
"Mountrail, ND",#2FC169,c38061
"McKenzie, ND",#2FC169,c38053
"Dunn, ND",#2FC169,c38025
"Stark, ND",#2FC169,c38089
"Golden Valley, ND",#0CA44D,c38033
"Billings, ND",#2FC169,c38007
"Bowman, ND",#2FC169,c38011
"Slope, ND",#2FC169,c38087
"Hettinger, ND",#2FC169,c38041
"Adams, ND",#FFFFFF,c38001
"Mercer, ND",#2FC169,c38057
"Grant, ND",#0CA44D,c38037
"Sioux, ND",#2FC169,c38085
"Morton, ND",#2FC169,c38059
"Oliver, ND",#2FC169,c38065
"Renville, ND",#0F934A,c38075
"Ward, ND",#2FC169,c38101
"McLean, ND",#2FC169,c38055
"Bottineau, ND",#2FC169,c38009
"McHenry, ND",#2FC169,c38049
"Sheridan, ND",#2FC169,c38083
"Burleigh, ND",#2FC169,c38015
"Emmons, ND",#2FC169,c38029
"McIntosh, ND",#2FC169,c38051
"Logan, ND",#2FC169,c38047
"Kidder, ND",#2FC169,c38043
"Wells, ND",#2FC169,c38103
"Pierce, ND",#2FC169,c38069
"Rolette, ND",#2FC169,c38079
"Towner, ND",#0CA44D,c38095
"Benson, ND",#2FC169,c38005
"Eddy, ND",#2FC169,c38027
"Foster, ND",#2FC169,c38031
"Stutsman, ND",#FFFFFF,c38093
"LaMoure, ND",#2FC169,c38045
"Dickey, ND",#2FC169,c38021
"Sargent, ND",#2FC169,c38081
"Ransom, ND",#0F934A,c38073
"Barnes, ND",#2FC169,c38003
"Griggs, ND",#0CA44D,c38039
"Steele, ND",#FFFFFF,c38091
"Nelson, ND",#78D79E,c38063
"Ramsey, ND",#0F934A,c38071
"Cavalier, ND",#0CA44D,c38019
"Pembina, ND",#2FC169,c38067
"Walsh, ND",#2FC169,c38099
"Grand Forks, ND",#0CA44D,c38035
"Traill, ND",#0CA44D,c38097
"Trumbull, OH",#0CA44D,c39155
"Ashtabula, OH",#78D79E,c39007
"Lawrence, OH",#2FC169,c39087
"Scioto, OH",#2FC169,c39145
"Adams, OH",#FFFFFF,c39001
"Pike, OH",#2FC169,c39131
"Jackson, OH",#2FC169,c39079
"Gallia, OH",#0CA44D,c39053
"Meigs, OH",#2FC169,c39105
"Vinton, OH",#78D79E,c39163
"Washington, OH",#2FC169,c39167
"Athens, OH",#78D79E,c39009
"Hocking, OH",#54CC84,c39073
"Ross, OH",#2FC169,c39141
"Highland, OH",#54CC84,c39071
"Brown, OH",#2FC169,c39015
"Clermont, OH",#0CA44D,c39025
"Hamilton, OH",#2FC169,c39061
"Clinton, OH",#0CA44D,c39027
"Warren, OH",#2FC169,c39165
"Butler, OH",#2FC169,c39017
"Preble, OH",#0F934A,c39135
"Montgomery, OH",#2FC169,c39113
"Greene, OH",#0CA44D,c39057
"Fayette, OH",#2FC169,c39047
"Pickaway, OH",#2FC169,c39129
"Fairfield, OH",#2FC169,c39045
"Perry, OH",#2FC169,c39127
"Monroe, OH",#2FC169,c39111
"Noble, OH",#54CC84,c39121
"Morgan, OH",#2FC169,c39115
"Muskingum, OH",#2FC169,c39119
"Belmont, OH",#2FC169,c39013
"Harrison, OH",#2FC169,c39067
"Guernsey, OH",#2FC169,c39059
"Coshocton, OH",#54CC84,c39031
"Licking, OH",#2FC169,c39089
"Delaware, OH",#2FC169,c39041
"Franklin, OH",#2FC169,c39049
"Madison, OH",#2FC169,c39097
"Clark, OH",#0CA44D,c39023
"Champaign, OH",#0CA44D,c39021
"Miami, OH",#2FC169,c39109
"Shelby, OH",#2FC169,c39149
"Darke, OH",#2FC169,c39037
"Mercer, OH",#2FC169,c39107
"Auglaize, OH",#78D79E,c39011
"Logan, OH",#2FC169,c39091
"Union, OH",#137046,c39159
"Marion, OH",#2FC169,c39101
"Morrow, OH",#2FC169,c39117
"Knox, OH",#2FC169,c39083
"Holmes, OH",#54CC84,c39075
"Tuscarawas, OH",#0CA44D,c39157
"Carroll, OH",#0CA44D,c39019
"Jefferson, OH",#2FC169,c39081
"Columbiana, OH",#54CC84,c39029
"Stark, OH",#2FC169,c39151
"Wayne, OH",#2FC169,c39169
"Ashland, OH",#78D79E,c39005
"Richland, OH",#2FC169,c39139
"Crawford, OH",#54CC84,c39033
"Wyandot, OH",#2FC169,c39175
"Hardin, OH",#2FC169,c39065
"Allen, OH",#0F934A,c39003
"Hancock, OH",#2FC169,c39063
"Putnam, OH",#0F934A,c39137
"Van Wert, OH",#0F934A,c39161
"Mahoning, OH",#2FC169,c39099
"Portage, OH",#2FC169,c39133
"Summit, OH",#FFFFFF,c39153
"Medina, OH",#2FC169,c39103
"Huron, OH",#54CC84,c39077
"Seneca, OH",#2FC169,c39147
"Sandusky, OH",#2FC169,c39143
"Wood, OH",#54CC84,c39173
"Henry, OH",#2FC169,c39069
"Paulding, OH",#2FC169,c39125
"Defiance, OH",#2FC169,c39039
"Geauga, OH",#0CA44D,c39055
"Lake, OH",#2FC169,c39085
"Cuyahoga, OH",#2FC169,c39035
"Lorain, OH",#2FC169,c39093
"Erie, OH",#2FC169,c39043
"Ottawa, OH",#2FC169,c39123
"Lucas, OH",#2FC169,c39095
"Fulton, OH",#2FC169,c39051
"Williams, OH",#54CC84,c39171
"Texas, OK",#FFFFFF,c40139
"Cimarron, OK",#0CA44D,c40025
"Ottawa, OK",#2FC169,c40115
"Craig, OK",#54CC84,c40035
"Mayes, OK",#2FC169,c40097
"Delaware, OK",#2FC169,c40041
"Adair, OK",#FFFFFF,c40001
"Cherokee, OK",#0CA44D,c40021
"Sequoyah, OK",#2FC169,c40135
"Haskell, OK",#2FC169,c40061
"Le Flore, OK",#2FC169,c40079
"Latimer, OK",#2FC169,c40077
"Pittsburg, OK",#2FC169,c40121
"Coal, OK",#54CC84,c40029
"Atoka, OK",#78D79E,c40005
"Pushmataha, OK",#0F934A,c40127
"McCurtain, OK",#2FC169,c40089
"Choctaw, OK",#0CA44D,c40023
"Bryan, OK",#2FC169,c40013
"Marshall, OK",#2FC169,c40095
"Johnston, OK",#2FC169,c40069
"Pontotoc, OK",#2FC169,c40123
"Garvin, OK",#0CA44D,c40049
"Murray, OK",#2FC169,c40099
"Love, OK",#2FC169,c40085
"Carter, OK",#0CA44D,c40019
"Jefferson, OK",#2FC169,c40067
"Stephens, OK",#FFFFFF,c40137
"Cotton, OK",#54CC84,c40033
"Comanche, OK",#54CC84,c40031
"Tillman, OK",#FFFFFF,c40141
"Jackson, OK",#2FC169,c40065
"Greer, OK",#0CA44D,c40055
"Kiowa, OK",#2FC169,c40075
