county,color,id
"Sullivan, IN",#FFFFFF,c18153
"Greene, IN",#0CA44D,c18055
"Lawrence, IN",#2FC169,c18093
"Jackson, IN",#2FC169,c18071
"Jennings, IN",#2FC169,c18079
"Ripley, IN",#2FC169,c18137
"Dearborn, IN",#2FC169,c18029
"Franklin, IN",#2FC169,c18047
"Decatur, IN",#2FC169,c18031
"Bartholomew, IN",#2FC169,c18005
"Brown, IN",#2FC169,c18013
"Monroe, IN",#2FC169,c18105
"Owen, IN",#2FC169,c18119
"Clay, IN",#0CA44D,c18021
"Vigo, IN",#78D79E,c18167
"Vermillion, IN",#0F934A,c18165
"Parke, IN",#2FC169,c18121
"Putnam, IN",#0F934A,c18133
"Morgan, IN",#2FC169,c18109
"Johnson, IN",#2FC169,c18081
"Shelby, IN",#2FC169,c18145
"Rush, IN",#2FC169,c18139
"Fayette, IN",#2FC169,c18041
"Union, IN",#137046,c18161
"Wayne, IN",#2FC169,c18177
"Henry, IN",#2FC169,c18065
"Hancock, IN",#2FC169,c18059
"Marion, IN",#2FC169,c18097
"Hendricks, IN",#2FC169,c18063
"Boone, IN",#2FC169,c18011
"Hamilton, IN",#2FC169,c18057
"Randolph, IN",#0F934A,c18135
"Delaware, IN",#2FC169,c18035
"Madison, IN",#2FC169,c18095
"Tipton, IN",#FFFFFF,c18159
"Clinton, IN",#0CA44D,c18023
"Montgomery, IN",#2FC169,c18107
"Fountain, IN",#2FC169,c18045
"Jay, IN",#2FC169,c18075
"Blackford, IN",#2FC169,c18009
"Grant, IN",#0CA44D,c18053
"Howard, IN",#54CC84,c18067
"Carroll, IN",#0CA44D,c18015
"Tippecanoe, IN",#FFFFFF,c18157
"Warren, IN",#2FC169,c18171
"Benton, IN",#2FC169,c18007
"Adams, IN",#FFFFFF,c18001
"Wells, IN",#2FC169,c18179
"Huntington, IN",#54CC84,c18069
"Wabash, IN",#2FC169,c18169
"Miami, IN",#2FC169,c18103
"Cass, IN",#0CA44D,c18017
"White, IN",#2FC169,c18181
"Allen, IN",#0F934A,c18003
"Whitley, IN",#2FC169,c18183
"Fulton, IN",#2FC169,c18049
"Pulaski, IN",#0F934A,c18131
"DeKalb, IN",#2FC169,c18033
"Noble, IN",#54CC84,c18113
"Kosciusko, IN",#2FC169,c18085
"Marshall, IN",#2FC169,c18099
"Starke, IN",#2FC169,c18149
"Jasper, IN",#2FC169,c18073
"Newton, IN",#78D79E,c18111
"Steuben, IN",#FFFFFF,c18151
"LaGrange, IN",#2FC169,c18087
"Elkhart, IN",#2FC169,c18039
"St. Joseph, IN",#2FC169,c18141
"LaPorte, IN",#2FC169,c18091
"Scott, IA",#2FC169,c19163
"Clinton, IA",#0CA44D,c19045
"Lyon, IA",#2FC169,c19119
"Sioux, IA",#2FC169,c19167
"Plymouth, IA",#2FC169,c19149
"Cherokee, IA",#0CA44D,c19035
"O Brien, IA",#0CA44D,c19141
"Osceola, IA",#2FC169,c19143
"Dickinson, IA",#2FC169,c19059
"Clay, IA",#0CA44D,c19041
"Buena Vista, IA",#2FC169,c19021
"Pocahontas, IA",#2FC169,c19151
"Palo Alto, IA",#2FC169,c19147
"Emmet, IA",#2FC169,c19063
"Kossuth, IA",#2FC169,c19109
"Humboldt, IA",#54CC84,c19091
"Woodbury, IA",#54CC84,c19193
"Ida, IA",#2FC169,c19093
"Sac, IA",#2FC169,c19161
"Calhoun, IA",#0CA44D,c19025
"Webster, IA",#2FC169,c19187
"Greene, IA",#0CA44D,c19073
"Carroll, IA",#0CA44D,c19027
"Crawford, IA",#54CC84,c19047
"Monona, IA",#2FC169,c19133
"Harrison, IA",#2FC169,c19085
"Shelby, IA",#2FC169,c19165
"Audubon, IA",#78D79E,c19009
"Guthrie, IA",#2FC169,c19077
"Adair, IA",#FFFFFF,c19001
"Cass, IA",#0CA44D,c19029
"Pottawattamie, IA",#2FC169,c19155
"Fremont, IA",#2FC169,c19071
"Mills, IA",#2FC169,c19129
"Montgomery, IA",#2FC169,c19137
"Page, IA",#2FC169,c19145
"Taylor, IA",#FFFFFF,c19173
"Adams, IA",#FFFFFF,c19003
"Union, IA",#137046,c19175
"Ringgold, IA",#2FC169,c19159
"Decatur, IA",#2FC169,c19053
"Clarke, IA",#0CA44D,c19039
"Madison, IA",#2FC169,c19121
"Dallas, IA",#2FC169,c19049
"Boone, IA",#2FC169,c19015
"Hamilton, IA",#2FC169,c19079
"Wright, IA",#54CC84,c19197
"Hancock, IA",#2FC169,c19081
"Winnebago, IA",#54CC84,c19189
"Worth, IA",#54CC84,c19195
"Cerro Gordo, IA",#0CA44D,c19033
"Franklin, IA",#2FC169,c19069
"Hardin, IA",#2FC169,c19083
"Story, IA",#FFFFFF,c19169
"Polk, IA",#2FC169,c19153
"Warren, IA",#2FC169,c19181
"Lucas, IA",#2FC169,c19117
"Wayne, IA",#2FC169,c19185
"Appanoose, IA",#0F934A,c19007
"Monroe, IA",#2FC169,c19135
"Marion, IA",#2FC169,c19125
"Jasper, IA",#2FC169,c19099
"Marshall, IA",#2FC169,c19127
"Grundy, IA",#0CA44D,c19075
"Butler, IA",#2FC169,c19023
"Floyd, IA",#2FC169,c19067
"Mitchell, IA",#2FC169,c19131
"Howard, IA",#54CC84,c19089
"Chickasaw, IA",#0CA44D,c19037
"Bremer, IA",#2FC169,c19017
"Black Hawk, IA",#2FC169,c19013
"Tama, IA",#FFFFFF,c19171
"Poweshiek, IA",#2FC169,c19157
"Mahaska, IA",#2FC169,c19123
"Wapello, IA",#2FC169,c19179
"Davis, IA",#2FC169,c19051
"Van Buren, IA",#0F934A,c19177
"Jefferson, IA",#2FC169,c19101
"Benton, IA",#2FC169,c19011
"Iowa, IA",#2FC169,c19095
"Keokuk, IA",#2FC169,c19107
"Washington, IA",#2FC169,c19183
"Henry, IA",#2FC169,c19087
"Lee, IA",#2FC169,c19111
"Des Moines, IA",#2FC169,c19057
"Louisa, IA",#2FC169,c19115
"Muscatine, IA",#2FC169,c19139
"Johnson, IA",#2FC169,c19103
"Linn, IA",#2FC169,c19113
"Cedar, IA",#0CA44D,c19031
"Jones, IA",#2FC169,c19105
"Buchanan, IA",#2FC169,c19019
"Fayette, IA",#2FC169,c19065
"Winneshiek, IA",#54CC84,c19191
"Allamakee, IA",#0F934A,c19005
"Clayton, IA",#0CA44D,c19043
"Delaware, IA",#2FC169,c19055
"Dubuque, IA",#2FC169,c19061
"Jackson, IA",#2FC169,c19097
"Doniphan, KS",#2FC169,c20043
"Brown, KS",#2FC169,c20013
"Stanton, KS",#2FC169,c20187
"Morton, KS",#2FC169,c20129
"Stevens, KS",#FFFFFF,c20189
"Grant, KS",#0CA44D,c20067
"Haskell, KS",#2FC169,c20081
"Seward, KS",#2FC169,c20175
"Meade, KS",#2FC169,c20119
"Gray, KS",#0CA44D,c20069
"Ford, KS",#2FC169,c20057
"Clark, KS",#0CA44D,c20025
"Comanche, KS",#54CC84,c20033
"Kiowa, KS",#2FC169,c20097
"Edwards, KS",#2FC169,c20047
"Pratt, KS",#0F934A,c20151
"Barber, KS",#2FC169,c20007
"Harper, KS",#2FC169,c20077
"Kingman, KS",#2FC169,c20095
"Reno, KS",#0F934A,c20155
"Harvey, KS",#2FC169,c20079
"Sedgwick, KS",#2FC169,c20173
"Sumner, KS",#FFFFFF,c20191
"Cowley, KS",#54CC84,c20035
"Butler, KS",#2FC169,c20015
"Chautauqua, KS",#0CA44D,c20019
"Elk, KS",#2FC169,c20049
"Greenwood, KS",#0CA44D,c20073
"Montgomery, KS",#2FC169,c20125
"Wilson, KS",#54CC84,c20205
"Woodson, KS",#54CC84,c20207
"Labette, KS",#2FC169,c20099
"Neosho, KS",#78D79E,c20133
"Allen, KS",#0F934A,c20001
"Cherokee, KS",#0CA44D,c20021
"Crawford, KS",#54CC84,c20037
"Bourbon, KS",#2FC169,c20011
"Hamilton, KS",#2FC169,c20075
"Greeley, KS",#0CA44D,c20071
"Wallace, KS",#2FC169,c20199
"Sherman, KS",#2FC169,c20181
"Cheyenne, KS",#0CA44D,c20023
"Stafford, KS",#2FC169,c20185
"Kearny, KS",#2FC169,c20093
"Finney, KS",#2FC169,c20055
"Hodgeman, KS",#54CC84,c20083
"Pawnee, KS",#2FC169,c20145
"Coffey, KS",#54CC84,c20031
"Anderson, KS",#0F934A,c20003
"Linn, KS",#2FC169,c20107
"Miami, KS",#2FC169,c20121
"Franklin, KS",#2FC169,c20059
"Osage, KS",#2FC169,c20139
"Lyon, KS",#2FC169,c20111
"Chase, KS",#0CA44D,c20017
"Morris, KS",#2FC169,c20127
"Marion, KS",#2FC169,c20115
"McPherson, KS",#2FC169,c20113
"Rice, KS",#2FC169,c20159
"Saline, KS",#2FC169,c20169
"Ellsworth, KS",#2FC169,c20053
"Barton, KS",#2FC169,c20009
"Rush, KS",#2FC169,c20165
"Ness, KS",#78D79E,c20135
"Lane, KS",#2FC169,c20101
"Scott, KS",#2FC169,c20171
"Wichita, KS",#54CC84,c20203
"Logan, KS",#2FC169,c20109
"Gove, KS",#0CA44D,c20063
"Trego, KS",#0CA44D,c20195
"Ellis, KS",#2FC169,c20051
"Russell, KS",#2FC169,c20167
"Lincoln, KS",#2FC169,c20105
"Ottawa, KS",#2FC169,c20143
"Dickinson, KS",#2FC169,c20041
"Geary, KS",#0CA44D,c20061
"Wabaunsee, KS",#2FC169,c20197
"Shawnee, KS",#2FC169,c20177
"Douglas, KS",#2FC169,c20045
"Johnson, KS",#2FC169,c20091
"Wyandotte, KS",#2FC169,c20209
"Leavenworth, KS",#2FC169,c20103
"Jefferson, KS",#2FC169,c20087
"Atchison, KS",#78D79E,c20005
"Jackson, KS",#2FC169,c20085
"Pottawatomie, KS",#2FC169,c20149
"Riley, KS",#2FC169,c20161
"Clay, KS",#0CA44D,c20027
"Cloud, KS",#0CA44D,c20029
"Mitchell, KS",#2FC169,c20123
"Osborne, KS",#2FC169,c20141
"Rooks, KS",#2FC169,c20163
"Graham, KS",#0CA44D,c20065
"Sheridan, KS",#2FC169,c20179
"Thomas, KS",#FFFFFF,c20193
"Rawlins, KS",#0F934A,c20153
"Decatur, KS",#2FC169,c20039
"Phillips, KS",#2FC169,c20147
"Norton, KS",#54CC84,c20137
"Smith, KS",#2FC169,c20183
"Jewell, KS",#2FC169,c20089
"Republic, KS",#0F934A,c20157
"Washington, KS",#2FC169,c20201
"Marshall, KS",#2FC169,c20117
"Nemaha, KS",#78D79E,c20131
"Hickman, KY",#54CC84,c21105
"Fulton, KY",#2FC169,c21075
"Bell, KY",#2FC169,c21013
"Knox, KY",#2FC169,c21121
"Whitley, KY",#2FC169,c21235
"Laurel, KY",#2FC169,c21125
"Clay, KY",#0CA44D,c21051
"Leslie, KY",#2FC169,c21131
"Harlan, KY",#2FC169,c21095
"Letcher, KY",#2FC169,c21133
"Knott, KY",#2FC169,c21119
"Perry, KY",#2FC169,c21193
"Owsley, KY",#2FC169,c21189
"Jackson, KY",#2FC169,c21109
"Estill, KY",#2FC169,c21065
"Lee, KY",#2FC169,c21129
"Breathitt, KY",#2FC169,c21025
"Floyd, KY",#2FC169,c21071
"Johnson, KY",#2FC169,c21115
"Magoffin, KY",#2FC169,c21153
"Wolfe, KY",#54CC84,c21237
"Powell, KY",#2FC169,c21197
"Clark, KY",#0CA44D,c21049
"Montgomery, KY",#2FC169,c21173
"Menifee, KY",#2FC169,c21165
"Morgan, KY",#2FC169,c21175
"Elliott, KY",#2FC169,c21063
"Rowan, KY",#2FC169,c21205
"Bath, KY",#2FC169,c21011
"Nicholas, KY",#FFFFFF,c21181
"Fleming, KY",#2FC169,c21069
"Robertson, KY",#2FC169,c21201
"Bracken, KY",#2FC169,c21023
"Mason, KY",#2FC169,c21161
"Lewis, KY",#2FC169,c21135
"Boyd, KY",#2FC169,c21019
"Greenup, KY",#0CA44D,c21089
"Carter, KY",#0CA44D,c21043
"Lawrence, KY",#2FC169,c21127
"Martin, KY",#2FC169,c21159
"Pike, KY",#2FC169,c21195
"Harrison, KY",#2FC169,c21097
"Bourbon, KY",#2FC169,c21017
"Madison, KY",#2FC169,c21151
"Rockcastle, KY",#2FC169,c21203
"McCreary, KY",#2FC169,c21147
"Lincoln, KY",#2FC169,c21137
"Garrard, KY",#0CA44D,c21079
"Jessamine, KY",#2FC169,c21113
"Fayette, KY",#2FC169,c21067
"Woodford, KY",#54CC84,c21239
"Scott, KY",#2FC169,c21209
"Franklin, KY",#2FC169,c21073
"Anderson, KY",#0F934A,c21005
"Mercer, KY",#2FC169,c21167
"Boyle, KY",#2FC169,c21021
"Casey, KY",#0CA44D,c21045
"Pulaski, KY",#0F934A,c21199
"Wayne, KY",#2FC169,c21231
"Russell, KY",#2FC169,c21207
"Clinton, KY",#0CA44D,c21053
"Cumberland, KY",#2FC169,c21057
"Adair, KY",#FFFFFF,c21001
"Taylor, KY",#FFFFFF,c21217
"Marion, KY",#2FC169,c21155
"Washington, KY",#2FC169,c21229
"Spencer, KY",#2FC169,c21215
"Shelby, KY",#2FC169,c21211
"Henry, KY",#2FC169,c21103
"Owen, KY",#2FC169,c21187
"Grant, KY",#0CA44D,c21081
"Pendleton, KY",#2FC169,c21191
"Campbell, KY",#0CA44D,c21037
"Kenton, KY",#2FC169,c21117
"Boone, KY",#2FC169,c21015
"Gallatin, KY",#0CA44D,c21077
"Carroll, KY",#0CA44D,c21041
"Trimble, KY",#0CA44D,c21223
"Oldham, KY",#2FC169,c21185
"Jefferson, KY",#2FC169,c21111
"Bullitt, KY",#2FC169,c21029
"Nelson, KY",#78D79E,c21179
"Larue, KY",#2FC169,c21123
"Green, KY",#0CA44D,c21087
"Metcalfe, KY",#2FC169,c21169
"Monroe, KY",#2FC169,c21171
"Simpson, KY",#2FC169,c21213
"Allen, KY",#0F934A,c21003
"Barren, KY",#2FC169,c21009
"Hart, KY",#2FC169,c21099
"Hardin, KY",#2FC169,c21093
"Meade, KY",#2FC169,c21163
"Hancock, KY",#2FC169,c21091
"Breckinridge, KY",#2FC169,c21027
"Grayson, KY",#0CA44D,c21085
"Edmonson, KY",#2FC169,c21061
"Warren, KY",#2FC169,c21227
"Butler, KY",#2FC169,c21031
"Logan, KY",#2FC169,c21141
"Todd, KY",#0CA44D,c21219
"Muhlenberg, KY",#2FC169,c21177
"Ohio, KY",#0F934A,c21183
"Daviess, KY",#2FC169,c21059
"McLean, KY",#2FC169,c21149
"Hopkins, KY",#54CC84,c21107
"Christian, KY",#0CA44D,c21047
"Trigg, KY",#0CA44D,c21221
"Lyon, KY",#2FC169,c21143
"Caldwell, KY",#0CA44D,c21033
"Webster, KY",#2FC169,c21233
"Henderson, KY",#2FC169,c21101
"Union, KY",#137046,c21225
"Crittenden, KY",#54CC84,c21055
"Livingston, KY",#2FC169,c21139
"Calloway, KY",#0CA44D,c21035
"Marshall, KY",#2FC169,c21157
"Graves, KY",#0CA44D,c21083
"McCracken, KY",#2FC169,c21145
"Carlisle, KY",#0CA44D,c21039
"Ballard, KY",#2FC169,c21007
"St. Tammany, LA",#2FC169,c22103
"Washington, LA",#2FC169,c22117
"Red River, LA",#0F934A,c22081
"Bienville, LA",#2FC169,c22013
"Lincoln, LA",#2FC169,c22061
"Jackson, LA",#2FC169,c22049
"Winn, LA",#54CC84,c22127
"Caldwell, LA",#0CA44D,c22021
"Ouachita, LA",#2FC169,c22073
"Richland, LA",#2FC169,c22083
"Franklin, LA",#2FC169,c22041
"Tensas, LA",#FFFFFF,c22107
"Madison, LA",#2FC169,c22065
"East Carroll, LA",#2FC169,c22035
"West Carroll, LA",#2FC169,c22123
"Morehouse, LA",#2FC169,c22067
"Union, LA",#137046,c22111
"Claiborne, LA",#0CA44D,c22027
"Webster, LA",#2FC169,c22119
"Bossier, LA",#2FC169,c22015
"Caddo, LA",#0CA44D,c22017
"De Soto, LA",#2FC169,c22031
"Sabine, LA",#2FC169,c22085
"Natchitoches, LA",#2FC169,c22069
"Grant, LA",#0CA44D,c22043
"LaSalle, LA",#2FC169,c22059
"Catahoula, LA",#0CA44D,c22025
"Concordia, LA",#54CC84,c22029
"Avoyelles, LA",#78D79E,c22009
"Rapides, LA",#0F934A,c22079
"Vernon, LA",#0F934A,c22115
"Evangeline, LA",#2FC169,c22039
"Allen, LA",#0F934A,c22003
"Beauregard, LA",#2FC169,c22011
"Jefferson Davis, LA",#2FC169,c22053
"Calcasieu, LA",#0CA44D,c22019
"Cameron, LA",#0CA44D,c22023
"Acadia, LA",#FFFFFF,c22001
"St. Landry, LA",#2FC169,c22097
"Pointe Coupee, LA",#2FC169,c22077
"West Baton Rouge, LA",#2FC169,c22121
"Lafayette, LA",#2FC169,c22055
"Vermilion, LA",#0F934A,c22113
"Iberia, LA",#2FC169,c22045
"Iberville, LA",#2FC169,c22047
"Assumption, LA",#78D79E,c22007
"St. Martin, LA",#2FC169,c22099
"St. Mary, LA",#2FC169,c22101
"Terrebonne, LA",#FFFFFF,c22109
"Lafourche, LA",#2FC169,c22057
"St. James, LA",#2FC169,c22093
"Ascension, LA",#78D79E,c22005
"East Baton Rouge, LA",#2FC169,c22033
"East Feliciana, LA",#2FC169,c22037
"St. Helena, LA",#2FC169,c22091
"Livingston, LA",#2FC169,c22063
"St. John the Baptist, LA",#2FC169,c22095
"St. Charles, LA",#2FC169,c22089
"Tangipahoa, LA",#FFFFFF,c22105
"Orleans, LA",#2FC169,c22071
"St. Bernard, LA",#2FC169,c22087
"Plaquemines, LA",#2FC169,c22075
"West Feliciana, LA",#2FC169,c22125
"Jefferson, LA",#2FC169,c22051
"Aroostook, ME",#0CA44D,c23003
"Piscataquis, ME",#2FC169,c23021
"Knox, ME",#2FC169,c23013
"Lincoln, ME",#2FC169,c23015
"Sagadahoc, ME",#2FC169,c23023
"Cumberland, ME",#2FC169,c23005
"York, ME",#2FC169,c23031
"Androscoggin, ME",#0F934A,c23001
"Oxford, ME",#2FC169,c23017
"Kennebec, ME",#2FC169,c23011
"Waldo, ME",#2FC169,c23027
"Hancock, ME",#2FC169,c23009
"Washington, ME",#2FC169,c23029
"Penobscot, ME",#2FC169,c23019
"Franklin, ME",#2FC169,c23007
"Somerset, ME",#2FC169,c23025
"Allegany, MD",#0F934A,c24001
"Garrett, MD",#0CA44D,c24023
"St. Mary's, MD",#2FC169,c24037
"Charles, MD",#0CA44D,c24017
"Worcester, MD",#54CC84,c24047
"Wicomico, MD",#54CC84,c24045
"Washington, MD",#2FC169,c24043
"Calvert, MD",#0CA44D,c24009
"Talbot, MD",#FFFFFF,c24041
"Caroline, MD",#0CA44D,c24011
"Kent, MD",#2FC169,c24029
"Baltimore City, MD",#2FC169,c24510
"Prince George's, MD",#0F934A,c24033
"Anne Arundel, MD",#0F934A,c24003
"Howard, MD",#54CC84,c24027
"Montgomery, MD",#2FC169,c24031
"Queen Anne's, MD",#0F934A,c24035
"Cecil, MD",#0CA44D,c24015
"Harford, MD",#2FC169,c24025
"Baltimore Co., MD",#2FC169,c24005
"Carroll, MD",#0CA44D,c24013
"Frederick, MD",#2FC169,c24021
"Somerset, MD",#2FC169,c24039
"Dorchester, MD",#2FC169,c24019
"Barnstable, MA",#2FC169,c25001
"Berkshire, MA",#2FC169,c25003
"Bristol, MA",#2FC169,c25005
"Dukes, MA",#2FC169,c25007
"Essex, MA",#2FC169,c25009
"Franklin, MA",#2FC169,c25011
"Hampden, MA",#2FC169,c25013
"Hampshire, MA",#2FC169,c25015
"Middlesex, MA",#2FC169,c25017
"Nantucket, MA",#2FC169,c25019
"Norfolk, MA",#54CC84,c25021
"Plymouth, MA",#2FC169,c25023
"Suffolk, MA",#FFFFFF,c25025
"Worcester, MA",#54CC84,c25027
"Gogebic, MI",#0CA44D,c26053
"Ontonagon, MI",#2FC169,c26131
"Monroe, MI",#2FC169,c26115
"Lenawee, MI",#2FC169,c26091
"Hillsdale, MI",#54CC84,c26059
"Branch, MI",#2FC169,c26023
"St. Joseph, MI",#2FC169,c26149
"Cass, MI",#0CA44D,c26027
"Berrien, MI",#2FC169,c26021
"Wayne, MI",#2FC169,c26163
"Washtenaw, MI",#2FC169,c26161
"Jackson, MI",#2FC169,c26075
"Calhoun, MI",#0CA44D,c26025
"Kalamazoo, MI",#2FC169,c26077
"Van Buren, MI",#0F934A,c26159
"Allegan, MI",#0F934A,c26005
"Barry, MI",#2FC169,c26015
"Eaton, MI",#2FC169,c26045
"Ingham, MI",#2FC169,c26065
"Livingston, MI",#2FC169,c26093
"Oakland, MI",#0CA44D,c26125
"Macomb, MI",#2FC169,c26099
"St. Clair, MI",#2FC169,c26147
"Lapeer, MI",#2FC169,c26087
"Genesee, MI",#0CA44D,c26049
"Shiawassee, MI",#2FC169,c26155
"Clinton, MI",#0CA44D,c26037
"Ionia, MI",#2FC169,c26067
"Ottawa, MI",#2FC169,c26139
"Muskegon, MI",#2FC169,c26121
"Kent, MI",#2FC169,c26081
"Montcalm, MI",#2FC169,c26117
"Gratiot, MI",#0CA44D,c26057
"Saginaw, MI",#2FC169,c26145
"Sanilac, MI",#2FC169,c26151
"Tuscola, MI",#0CA44D,c26157
"Huron, MI",#54CC84,c26063
"Bay, MI",#2FC169,c26017
"Midland, MI",#2FC169,c26111
"Isabella, MI",#2FC169,c26073
"Mecosta, MI",#2FC169,c26107
"Newaygo, MI",#78D79E,c26123
"Oceana, MI",#0CA44D,c26127
"Arenac, MI",#0CA44D,c26011
"Gladwin, MI",#0CA44D,c26051
"Clare, MI",#0CA44D,c26035
"Osceola, MI",#2FC169,c26133
"Lake, MI",#2FC169,c26085
"Mason, MI",#2FC169,c26105
"Iosco, MI",#2FC169,c26069
"Ogemaw, MI",#0CA44D,c26129
"Roscommon, MI",#2FC169,c26143
"Missaukee, MI",#2FC169,c26113
"Wexford, MI",#2FC169,c26165
"Manistee, MI",#2FC169,c26101
"Alcona, MI",#0F934A,c26001
"Oscoda, MI",#2FC169,c26135
"Crawford, MI",#54CC84,c26039
"Kalkaska, MI",#2FC169,c26079
"Grand Traverse, MI",#0CA44D,c26055
"Benzie, MI",#2FC169,c26019
"Leelanau, MI",#2FC169,c26089
"Alpena, MI",#0F934A,c26007
"Montmorency, MI",#2FC169,c26119
"Otsego, MI",#2FC169,c26137
"Antrim, MI",#0F934A,c26009
"Charlevoix, MI",#0CA44D,c26029
"Presque Isle, MI",#0F934A,c26141
"Cheboygan, MI",#0CA44D,c26031
"Emmet, MI",#2FC169,c26047
"Mackinac, MI",#2FC169,c26097
"Chippewa, MI",#0CA44D,c26033
"Luce, MI",#2FC169,c26095
"Schoolcraft, MI",#2FC169,c26153
"Alger, MI",#0F934A,c26003
"Delta, MI",#2FC169,c26041
"Menominee, MI",#2FC169,c26109
"Dickinson, MI",#2FC169,c26043
"Marquette, MI",#2FC169,c26103
"Iron, MI",#2FC169,c26071
"Keweenaw, MI",#2FC169,c26083
"Houghton, MI",#54CC84,c26061
"Baraga, MI",#2FC169,c26013
"Houston, MN",#54CC84,c27055
"Fillmore, MN",#2FC169,c27045
"Koochiching, MN",#2FC169,c27071
"Lake of the Woods, MN",#2FC169,c27077
"Roseau, MN",#2FC169,c27135
"Kittson, MN",#2FC169,c27069
"Red Lake, MN",#0F934A,c27125
"Pennington, MN",#2FC169,c27113
"Marshall, MN",#2FC169,c27089
"Polk, MN",#2FC169,c27119
"Norman, MN",#54CC84,c27107
"Mahnomen, MN",#2FC169,c27087
"Clearwater, MN",#0CA44D,c27029
"Beltrami, MN",#2FC169,c27007
"Cook, MN",#54CC84,c27031
"Lake, MN",#2FC169,c27075
"Itasca, MN",#2FC169,c27061
"Hubbard, MN",#54CC84,c27057
"Cass, MN",#0CA44D,c27021
"Wadena, MN",#2FC169,c27159
"Becker, MN",#2FC169,c27005
"Clay, MN",#0CA44D,c27027
"Wilkin, MN",#54CC84,c27167
"Otter Tail, MN",#2FC169,c27111
"St. Louis, MN",#2FC169,c27137
"Carlton, MN",#0CA44D,c27017
"Pine, MN",#2FC169,c27115
"Kanabec, MN",#2FC169,c27065
"Aitkin, MN",#FFFFFF,c27001
"Crow Wing, MN",#54CC84,c27035
"Morrison, MN",#2FC169,c27097
"Todd, MN",#0CA44D,c27153
"Douglas, MN",#2FC169,c27041
"Grant, MN",#0CA44D,c27051
"Traverse, MN",#0CA44D,c27155
"Big Stone, MN",#2FC169,c27011
"Swift, MN",#FFFFFF,c27151
"Stevens, MN",#FFFFFF,c27149
"Pope, MN",#2FC169,c27121
"Stearns, MN",#FFFFFF,c27145
"Benton, MN",#2FC169,c27009
"Mille Lacs, MN",#2FC169,c27095
"Isanti, MN",#2FC169,c27059
"Chisago, MN",#0CA44D,c27025
"Ramsey, MN",#0F934A,c27123
"Anoka, MN",#0F934A,c27003
"Sherburne, MN",#2FC169,c27141
"Wright, MN",#54CC84,c27171
"Meeker, MN",#2FC169,c27093
"Kandiyohi, MN",#2FC169,c27067
"Chippewa, MN",#0CA44D,c27023
"Washington, MN",#2FC169,c27163
"Dakota, MN",#2FC169,c27037
"Hennepin, MN",#2FC169,c27053
"Scott, MN",#2FC169,c27139
"Carver, MN",#0CA44D,c27019
"McLeod, MN",#2FC169,c27085
"Sibley, MN",#2FC169,c27143
"Renville, MN",#0F934A,c27129
"Lac qui Parle, MN",#2FC169,c27073
"Yellow Medicine, MN",#2FC169,c27173
"Lincoln, MN",#2FC169,c27081
"Lyon, MN",#2FC169,c27083
"Redwood, MN",#0F934A,c27127
"Brown, MN",#2FC169,c27015
"Nicollet, MN",#FFFFFF,c27103
"Le Sueur, MN",#2FC169,c27079
"Rice, MN",#2FC169,c27131
"Goodhue, MN",#0CA44D,c27049
"Wabasha, MN",#2FC169,c27157
"Winona, MN",#54CC84,c27169
"Olmsted, MN",#2FC169,c27109
"Dodge, MN",#2FC169,c27039
"Steele, MN",#FFFFFF,c27147
"Waseca, MN",#2FC169,c27161
"Blue Earth, MN",#2FC169,c27013
"Watonwan, MN",#2FC169,c27165
"Cottonwood, MN",#54CC84,c27033
"Murray, MN",#2FC169,c27101
"Pipestone, MN",#2FC169,c27117
"Rock, MN",#2FC169,c27133
"Nobles, MN",#54CC84,c27105
"Jackson, MN",#2FC169,c27063
"Martin, MN",#2FC169,c27091
"Faribault, MN",#2FC169,c27043
"Freeborn, MN",#2FC169,c27047
"Mower, MN",#2FC169,c27099
"Harrison, MS",#2FC169,c28047
"Jackson, MS",#2FC169,c28059
"Grenada, MS",#0CA44D,c28043
"Yalobusha, MS",#2FC169,c28161
"Clay, MS",#0CA44D,c28025
"Webster, MS",#2FC169,c28155
"Chickasaw, MS",#0CA44D,c28017
"Calhoun, MS",#0CA44D,c28013
"Pontotoc, MS",#2FC169,c28115
"Lee, MS",#2FC169,c28081
"Union, MS",#137046,c28145
"Lafayette, MS",#2FC169,c28071
"Tate, MS",#FFFFFF,c28137
"Panola, MS",#2FC169,c28107
"Quitman, MS",#0F934A,c28119
"Tallahatchie, MS",#FFFFFF,c28135
"Leflore, MS",#2FC169,c28083
"Sunflower, MS",#FFFFFF,c28133
"Humphreys, MS",#54CC84,c28053
"Holmes, MS",#54CC84,c28051
"Carroll, MS",#0CA44D,c28015
"Montgomery, MS",#2FC169,c28097
"Choctaw, MS",#0CA44D,c28019
"Oktibbeha, MS",#2FC169,c28105
"Lowndes, MS",#2FC169,c28087
"Monroe, MS",#2FC169,c28095
"Itawamba, MS",#2FC169,c28057
"Prentiss, MS",#0F934A,c28117
"Tishomingo, MS",#FFFFFF,c28141
"Alcorn, MS",#0F934A,c28003
"Tippah, MS",#FFFFFF,c28139
"Benton, MS",#2FC169,c28009
"Marshall, MS",#2FC169,c28093
"DeSoto, MS",#2FC169,c28033
"Tunica, MS",#0CA44D,c28143
"Coahoma, MS",#54CC84,c28027
"Bolivar, MS",#2FC169,c28011
"Washington, MS",#2FC169,c28151
"Sharkey, MS",#2FC169,c28125
